layer_base,n_target_base,n_control_base,target_control_centroid_l2_base,target_control_centroid_cosdist_base,target_control_projection_gap_base,target_control_projection_gap_z_base,target_control_axis_auc_like_base,target_to_question_centroid_l2_base,control_to_question_centroid_l2_base,target_minus_control_to_question_l2_base,target_to_question_cosdist_base,control_to_question_cosdist_base,loo_question_balanced_acc_base,loo_question_auc_like_base,loo_question_projection_gap_base,loo_question_folds_base,layer_instruct,n_target_instruct,n_control_instruct,target_control_centroid_l2_instruct,target_control_centroid_cosdist_instruct,target_control_projection_gap_instruct,target_control_projection_gap_z_instruct,target_control_axis_auc_like_instruct,target_to_question_centroid_l2_instruct,control_to_question_centroid_l2_instruct,target_minus_control_to_question_l2_instruct,target_to_question_cosdist_instruct,control_to_question_cosdist_instruct,loo_question_balanced_acc_instruct,loo_question_auc_like_instruct,loo_question_projection_gap_instruct,loo_question_folds_instruct,layer_instruct_minus_base,layer_instruct_over_base,n_target_instruct_minus_base,n_target_instruct_over_base,n_control_instruct_minus_base,n_control_instruct_over_base,target_control_centroid_l2_instruct_minus_base,target_control_centroid_l2_instruct_over_base,target_control_centroid_cosdist_instruct_minus_base,target_control_centroid_cosdist_instruct_over_base,target_control_projection_gap_instruct_minus_base,target_control_projection_gap_instruct_over_base,target_control_projection_gap_z_instruct_minus_base,target_control_projection_gap_z_instruct_over_base,target_control_axis_auc_like_instruct_minus_base,target_control_axis_auc_like_instruct_over_base,target_to_question_centroid_l2_instruct_minus_base,target_to_question_centroid_l2_instruct_over_base,control_to_question_centroid_l2_instruct_minus_base,control_to_question_centroid_l2_instruct_over_base,target_minus_control_to_question_l2_instruct_minus_base,target_minus_control_to_question_l2_instruct_over_base,target_to_question_cosdist_instruct_minus_base,target_to_question_cosdist_instruct_over_base,control_to_question_cosdist_instruct_minus_base,control_to_question_cosdist_instruct_over_base,loo_question_balanced_acc_instruct_minus_base,loo_question_balanced_acc_instruct_over_base,loo_question_auc_like_instruct_minus_base,loo_question_auc_like_instruct_over_base,loo_question_projection_gap_instruct_minus_base,loo_question_projection_gap_instruct_over_base,loo_question_folds_instruct_minus_base,loo_question_folds_instruct_over_base
38.5,100.0,100.0,4781.799095795237,0.0004326628152296465,4781.7990957952325,0.5929084492743466,0.7044666666666667,5347.72151608287,4587.866507916545,759.8550081663252,0.0007627653703464188,0.00029409408892690074,0.5888888888888889,0.9144999999999999,3910.70754538113,10.0,38.5,100.0,100.0,9392.855089505934,0.001939893085025241,9392.855089505932,0.8684086943945993,0.7465833333333333,12583.605017050317,8193.52841005853,4390.076606991786,0.0017271761030004508,0.0023176578458997308,0.6536111111111111,0.9377777777777777,8395.244495621475,10.0,0.0,0.999999999999974,0.0,0.99999999999999,0.0,0.99999999999999,4611.055993710697,1.9642931251054272,0.0015072302697955945,4.483614057547286,4611.0559937107,1.9642931251054288,0.27550024512025273,1.4646589966055796,0.04211666666666658,1.0597851802767202,7235.883500967447,2.3530778443129603,3605.6619021419856,1.7859125578131516,3630.221598825461,5.777518815840763,0.000964410732654032,2.264360926547665,0.00202356375697283,7.880667872230284,0.06472222222222224,1.1099056603754738,0.02327777777777784,1.0254541036377829,4484.536950240345,2.1467328861082833,0.0,0.9999999999999
