model_tag,layer,n_target,n_control,target_control_centroid_l2,target_control_centroid_cosdist,target_control_projection_gap,target_control_projection_gap_z,target_control_axis_auc_like,target_to_question_centroid_l2,control_to_question_centroid_l2,target_minus_control_to_question_l2,target_to_question_cosdist,control_to_question_cosdist,loo_question_balanced_acc,loo_question_auc_like,loo_question_projection_gap,loo_question_folds
base,38.5,100.0,100.0,4781.799095795237,0.0004326628152296465,4781.7990957952325,0.5929084492743466,0.7044666666666667,5347.72151608287,4587.866507916545,759.8550081663252,0.0007627653703464188,0.00029409408892690074,0.5888888888888889,0.9144999999999999,3910.70754538113,10.0
instruct,38.5,100.0,100.0,9392.855089505934,0.001939893085025241,9392.855089505932,0.8684086943945993,0.7465833333333333,12583.605017050317,8193.52841005853,4390.076606991786,0.0017271761030004508,0.0023176578458997308,0.6536111111111111,0.9377777777777777,8395.244495621475,10.0
