condition,layer,n_points,linear_cka_base_instruct,same_prompt_delta_l2_mean,same_prompt_delta_l2_std,same_prompt_cosdist_mean,base_norm_mean,instruct_norm_mean,instruct_over_base_norm_mean
target_sentence_shuffle,47,100,0.8956655089332723,33945.90804953397,8425.371123008077,0.005852129216385591,217900.80678330868,193322.880353922,0.8890224813799061
target_sentence_shuffle,48,100,0.9699765513926296,69.61503593917398,13.625910443443539,0.10890807631658593,145.8095085656678,146.64578034938972,1.0037113139346578
control,0,100,0.9999061243924284,8.606240060749366,3.026016589957037,0.01169218714172597,59.824236241707574,59.59164820557363,0.9961123903049993
control,1,100,0.995909992963169,115.38307694189879,32.439986008579005,0.009421092703467521,902.2771073570646,856.7328887048175,0.927744029291158
control,2,100,0.9942597836161269,123.34692544610738,20.90287708172708,0.008729344812696833,897.5583738317472,866.9953168076728,0.9493478451420918
control,3,100,0.9910706529474073,160.43628572018054,32.3434924810275,0.012238975208137428,922.0397034682454,810.5952253357533,0.8759562056415692
control,4,100,0.9941637264218195,163.3554057782031,26.114611118541514,0.014456099803542389,791.5707204677763,683.7978231554705,0.8654654343726071
control,5,100,0.996931451733162,139.92641158134123,22.19668631563551,0.005949062951371071,1054.1043891454983,968.7518716876905,0.9193180288404043
control,6,100,0.9933407697929427,181.5731481323501,62.67960682915255,0.006277184519777565,1201.3847326019618,1079.903534395559,0.9045045660504156
control,7,100,0.9829814294099656,240.85806600203279,99.74697814262723,0.008210118934990518,1344.025566471913,1161.7871748583902,0.8695623494787773
control,8,100,0.980369856922034,321.4160906612748,175.77066286552898,0.0034414288940845406,2161.7457735511753,1892.454648280611,0.8841384318127912
control,9,100,0.9824529582158181,589.073315958405,223.35845168197926,0.0019358041635734956,3354.8158193339796,2798.1696542739874,0.8387085384790375
control,10,100,0.9852999683274217,609.1424015920863,304.53505225123337,0.0022650994504350365,3593.9611397910257,3029.3889069394513,0.849728536924812
control,11,100,0.9817778046006992,950.7677436070143,360.4233317972593,0.000885423013509925,6949.566415291733,6045.6845073705135,0.8725853989414066
control,12,100,0.9536369949942552,1018.9622953840467,570.3847943772099,0.0012200620771823012,7099.30999849278,6136.76425387305,0.8713474705630624
control,13,100,0.9421139845741185,1142.9886633722767,494.44859013700284,0.0013543028374656762,8111.7329305888115,7062.18994753106,0.8753911035555718
control,14,100,0.9550345274779226,1725.7273746524536,661.302861512654,0.0006099797739043722,14059.966096370159,12419.607500756765,0.8873901522422094
control,15,100,0.8628611432719886,1817.819094504866,936.4281152362795,0.00047479700835897253,18454.27209758284,16793.12045930375,0.9134826394066181
control,16,100,0.7162364030684923,2097.3964206961073,1027.7568611586014,0.0004333066112350126,23180.305218848687,21339.631157381096,0.9225611761185313
control,17,100,0.6896581564934418,3254.9981930308013,1707.3426181675907,0.0004751979407611429,26315.831139424445,23501.773463330846,0.9019398359704802
control,18,100,0.4608379207255167,3294.268032654762,1776.1204476866726,0.000520530777139231,30840.30746628269,28584.23306736666,0.935539077368214
control,19,100,0.4024480938449724,3253.7786492876417,2254.8027257842496,0.0005158204761568675,35358.31785127134,34628.07685012638,0.9895783973469022
control,20,100,0.38004101349947667,4112.91629372098,2463.274172499303,0.0005772077725694724,38243.77675802486,37985.61511606889,1.0081679520462132
control,21,100,0.43356735572202004,4369.517842547465,2631.833403254344,0.0005969623337400909,41787.266571245935,42902.7283692729,1.0412192919840597
control,22,100,0.7400963568509709,4282.471281757086,2386.6773275812047,0.0006609978620062684,47852.691571849056,49450.796442432606,1.0438883444394127
control,23,100,0.8096770343789124,4343.913728073912,2443.8881673747255,0.0007840840331422883,53495.80338067331,55153.342805341126,1.0401042242038048
control,24,100,0.8975452491736734,4613.349418987825,1917.683492546785,0.0009773137487609994,59946.641732541815,58192.3863621241,0.9805405133022301
control,25,100,0.9151547182818798,5680.525911426812,2106.651786374091,0.0010849448244926508,65184.260156806355,61752.220300421606,0.9559661112979435
control,26,100,0.9555236398090288,4865.669715301814,1523.7618166797474,0.0012601318668017814,66992.47295445685,64277.4876319996,0.9636099884021175
control,27,100,0.9707233068855471,6043.401141532332,2461.782253847795,0.0016165914048027884,69518.10688506269,65234.99672326965,0.9431073446454961
control,28,100,0.9577967105783977,8557.206380464264,3356.7009843262495,0.0021462056324282695,71179.18733100442,63976.8852275741,0.9032791765475505
control,29,100,0.948981682874418,10637.4251385658,3761.2367608938675,0.0027430281401714975,74949.1779513427,65746.25601986107,0.8806460721459731
control,30,100,0.9494568125265634,10805.460727919077,3898.061455025447,0.0033213183029435988,74172.23533087807,65070.64921999128,0.8809192557209292
control,31,100,0.9439747304829539,14211.609707576987,4429.173571998657,0.003914477679493895,76873.23025423576,64150.1317037368,0.8372284316433957
control,32,100,0.9348506570941632,14529.951042803106,4525.3849890479205,0.00462877959633755,77933.85395828183,65177.571681552625,0.8393145956417005
control,33,100,0.9368762654323705,14311.174161620487,4400.322321478349,0.005138960656306194,79475.21662204782,67321.78344303554,0.8504478380746705
control,34,100,0.9413114521452943,14771.844889254648,4285.54524876742,0.005829297999992454,82825.88251239661,70699.35175949866,0.8568115694036821
control,35,100,0.9284117059668369,16663.96752252382,5261.354920872664,0.0057124677651961405,92245.5562815075,78475.49613129563,0.8551612025751409
control,36,100,0.9287658755407104,18380.4605753251,5615.641541149576,0.007124067768343418,93534.38745144689,78629.71179853546,0.8468777341161488
control,37,100,0.9191499299487887,23545.704024892235,7108.270877421468,0.007553076179304954,102722.86439009062,82525.21668295082,0.8117652020242515
control,38,100,0.9228773218752091,26173.994229718643,7645.272600374512,0.007769087228598688,109377.50559146164,86591.07326803172,0.7999337926135592
control,39,100,0.924230631906247,28464.562212882258,8101.905081120224,0.008400152723665712,116470.99994351846,91771.16448398541,0.7959543345057076
control,40,100,0.9322809522095001,31041.155953494203,8741.571544846456,0.008689552789111168,126825.21826702893,99902.72405185663,0.7950909569313684
control,41,100,0.929024614056244,31843.82258085026,8122.651128722755,0.007723974072643914,142481.73598145225,115104.39349902734,0.8124078928758497
control,42,100,0.9533672630638108,38367.55821510432,7927.909615342083,0.008272814050804813,155084.61003169196,120967.84108688595,0.7827992034180979
control,43,100,0.9606421980501291,39265.08350309901,6859.019099226359,0.009215555611503431,160685.23413260037,126362.41782351621,0.7879545896911806
control,44,100,0.9706452436503402,42860.928669067376,6267.904400853838,0.009636908443545781,172661.65982701327,135000.51779427202,0.7815743005717094
control,45,100,0.9740296074202677,43616.60728359963,5946.291446876342,0.010109595150912207,184750.47162035492,147504.95700961826,0.7970820751108623
control,46,100,0.9610783987736534,37231.383275446,6536.977993804594,0.009685050084643624,193115.36128289942,164947.88263855848,0.8505533060484882
control,47,100,0.873739564099801,36433.044147728,12105.80677346904,0.008553987280489152,212394.76254259772,188242.24638075172,0.884371373312969
control,48,100,0.9000836020745138,89.53237829553349,34.96301463685424,0.1390591493004526,148.67963304904796,161.96620066759277,1.1014524248446043
question_only,0,10,0.9999061243924283,8.606240060749366,3.0260165899570364,0.011692187141725974,59.82423624170758,59.59164820557362,0.9961123903049994
question_only,1,10,0.9936570457182339,121.29220178630712,31.16319730783967,0.010329237645298273,905.0097474391447,871.4480768991823,0.942594225361602
question_only,2,10,0.9917685057233175,135.4355510917989,21.322145865581884,0.010252697208465989,885.2533640823946,874.6169911186738,0.9719542824591484
question_only,3,10,0.9901452824780145,138.5202476173096,32.11397695995518,0.010454125934731762,909.9406396023918,824.2838586287114,0.9027206789247038
question_only,4,10,0.9942417853863559,162.88736522291688,29.8460813651359,0.013719795441321524,792.7118857857693,684.9776670408834,0.8662845371486944
question_only,5,10,0.9920294668666122,159.23670359634917,33.47131032117433,0.005132165218751772,1210.1960119589346,1103.5236949660693,0.9107548458783077
question_only,6,10,0.9903783715470652,170.32340877571903,47.55450401826068,0.006469710153281893,1239.7699803888147,1152.5575987115958,0.9349615316115306
question_only,7,10,0.9682489348330656,243.30662874527988,111.85546514855658,0.007735746647653063,1409.0827032559114,1241.9820938491098,0.8895824424059535
question_only,8,10,0.9531461015326347,324.7352333118294,208.8800964013711,0.004126180922571232,2244.92490305953,2007.1340826097135,0.9079336059646488
question_only,9,10,0.9570310540170157,588.2552077605674,232.48084312646554,0.0021184135559804695,3566.280251906022,3021.257253893849,0.8499734835352702
question_only,10,10,0.9323509743408315,590.2982875126451,290.7173810354893,0.0025592090667954648,3888.7339355125214,3396.90654539097,0.8781672173811816
question_only,11,10,0.9644738144844768,873.7632789989436,493.0873508057405,0.0011448128389369594,7298.104597702046,6510.793149154617,0.9003881070360386
question_only,12,10,0.8802707007002599,909.8061994660023,661.5063184536607,0.0014604101722886398,7573.283004919683,6878.853939658991,0.9221300966488168
question_only,13,10,0.8566558523807272,1125.0960695593171,434.70421533027326,0.0014039467147118124,8861.126502310659,7971.0014549342495,0.9046859107216132
question_only,14,10,0.8624941222312019,1614.9331623563746,823.407429956446,0.0006982803427902917,14931.307838974919,13461.14488535652,0.9064197984718885
question_only,15,10,0.8449898454903515,1578.3082823091006,826.7925555437695,0.0005217683284404195,19537.98075396687,18146.0828601037,0.9307801457937659
question_only,16,10,0.7142592963260017,2299.2041279347422,1132.6857392746517,0.00047183788900702074,24220.087818901513,22157.34863550177,0.9170588356339788
question_only,17,10,0.651774478077539,3329.061422306643,1801.3504638251536,0.0005231334320744075,27615.28457126778,24569.66144416037,0.8964234198656884
question_only,18,10,0.7850833669821722,2606.0821563723775,1160.0254935813202,0.0005299692795443734,31867.229883010732,30048.757677444948,0.9472293648460337
question_only,19,10,0.7332564560817536,2940.773419500074,1242.2920448689706,0.0005228896163801289,36263.44356314994,36976.22434147311,1.02436475256753
question_only,20,10,0.7128953992456829,3600.241121517013,1773.5434607383017,0.0005456929962657675,39208.78825803264,40922.50475349857,1.0483693810635129
question_only,21,10,0.6956442752842716,4245.127336211213,2032.5795761770883,0.0005612159679689976,42424.16288696638,44486.42566065275,1.0551576637959597
question_only,22,10,0.811740264094781,5544.786947440301,2216.425961203997,0.0006045593361420631,47654.05991633031,51383.7135933366,1.0830927413808675
question_only,23,10,0.8583130734640818,5819.5448862572775,1949.743873795645,0.0007547256141780867,53575.86357066635,57379.83184749323,1.0752340102649232
question_only,24,10,0.9343852239530297,4144.407217052228,1025.5201691956825,0.000943911743421677,60274.10999979156,59207.94262915854,0.9885829728495115
question_only,25,10,0.8891362257946251,6433.045025269797,1842.5636428707637,0.0010313385951694841,66699.26024019431,63231.31415333344,0.9582163831774226
question_only,26,10,0.898139419524016,5859.40332311643,2257.31133932296,0.0011789106377342207,67820.96125770276,64885.86605158842,0.9646471398471403
question_only,27,10,0.8426499829713867,8357.85804582208,4535.892198037916,0.0015642921739733918,70262.4601128374,64404.40290705409,0.9276281096483677
question_only,28,10,0.7542244130236534,10436.46983725678,6023.941642676866,0.0021110700190928753,71813.85723393764,63105.61242066194,0.8874038980648944
question_only,29,10,0.7293002966382888,12399.126384859854,6724.019217401549,0.0026553035115290725,75537.89385470301,64693.05169190199,0.8631777957560477
question_only,30,10,0.7240065079622273,12891.070616749927,6922.880197256481,0.0031926746554229333,75153.44858225304,64169.389232010835,0.8617073737925812
question_only,31,10,0.7577736233957898,17650.918505738948,8032.042853875738,0.00367918902314216,79040.84609607223,62633.72111494288,0.79923911214873
question_only,32,10,0.7503484106600081,18459.04323461001,8132.31074247213,0.004478528484821398,80214.56695704287,63222.17534045984,0.7953282070408466
question_only,33,10,0.7248952433638276,19579.990945155307,9251.288723982285,0.00513174262933781,81884.48098703004,63937.20536327556,0.7909594763947253
question_only,34,10,0.7016817172659656,20629.9387242605,10009.183320843633,0.005903586769431724,85340.56188286084,66640.9094902726,0.7921913032965616
question_only,35,10,0.6142880986536372,22727.07485848871,11438.27354523356,0.0058606707474585075,94923.85232177845,74495.61676896433,0.7964500303138655
question_only,36,10,0.7097443690700721,23889.96582954739,10717.585582963906,0.006778189354621977,96940.46701653264,75560.67581142901,0.7906335820992026
question_only,37,10,0.7567191975597891,29553.26077924992,12012.227677902687,0.007429250038207347,106499.31763587857,79348.63204753477,0.7570879500484489
question_only,38,10,0.7921898910905619,31970.77546490424,12237.746881923136,0.0076120774299814455,113633.45250067697,84212.59598252163,0.752694249276054
question_only,39,10,0.7896756013909504,34468.98842665575,13174.335409206518,0.007778465925528189,120703.56491721279,89002.45952695636,0.7497072020526778
question_only,40,10,0.7762143886305503,37549.51704655545,14261.494321415237,0.00801004367792183,130993.20809095938,96434.12673933925,0.7474271859441871
question_only,41,10,0.7355970016628086,38928.42435069852,14366.887203231954,0.007199899687411937,146378.59341501794,110817.65182892943,0.7655988410417435
question_only,42,10,0.7779668722013973,46588.87077255852,14826.437792446077,0.0076639531609925095,159322.31324094807,115941.15677564,0.7345777324926498
question_only,43,10,0.7880727126655529,48217.8983158856,14204.29583333227,0.00853261530456827,164681.2303715919,120110.39876905899,0.7345924434381595
question_only,44,10,0.8201499653559754,53999.87064640249,14270.496711832611,0.009410331486051127,176978.47449211383,126904.6795558864,0.7207577748222789
question_only,45,10,0.8494815754179128,54152.00286769958,13493.338492414221,0.00942334782364287,188924.90246788933,139382.70940354312,0.7403517008286984
question_only,46,10,0.8910924165281955,43961.510083455956,9839.210099240892,0.009036602718217535,196858.17105853936,159718.38965540365,0.8115745387616575
question_only,47,10,0.7809126345765283,46604.20968339169,15245.230673897511,0.008323839037860482,216289.0441403436,177945.66542327698,0.8263916007285772
question_only,48,10,0.9029709860413645,91.19700152435705,30.83363911606235,0.1394342899702663,148.52066628529053,170.02323495724391,1.1648066309629312
