model_tag,late_lo,late_hi,question_only_rel_disp,context_mean_rel_disp,question_minus_context_rel_disp,target_rel_disp,control_rel_disp,control_minus_target_rel_disp,question_only_effective_rank,context_mean_effective_rank,target_effective_rank,control_effective_rank,question_only_logit_entropy,context_mean_logit_entropy,question_minus_context_logit_entropy,question_only_top1_prob,context_mean_top1_prob
base,30,47,0.19716132963208285,0.18764925288807296,0.00951207674400989,0.1960630388994813,0.18757033279429275,-0.008492706105188541,1.791072765474196,2.0505742365983894,1.9113865977812148,2.0232492618916336,2.9282742381095885,2.8171672058897093,0.11110703221987928,0.41859813034534454,0.4306170031055808
instruct,30,47,0.2018514017071251,0.19236764900332498,0.009483752703800113,0.19500353339288604,0.1985389510713748,0.0035354176784887503,3.079962799996072,2.909878919704035,2.6360216402313608,2.683813599616636,0.911894789730286,1.42254887946415,-0.5106540897338641,0.8163516342639923,0.6571952578052878
instruct_minus_base,30,47,0.00469007207504224,0.004718396115252016,-2.832404020977619e-05,-0.0010595055065952541,0.010968618277082037,0.012028123783677291,1.2888900345218761,0.8593046831056457,0.724635042450146,0.6605643377250026,-2.0163794483793023,-1.3946183264255592,-0.6217611219537433,0.3977535039186477,0.22657825469970694
