model_tag,condition,condition_family,layer,n_points,d_model,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace
base,control,control,31,100,3840,76539.98184438203,13742.424798417445,0.1795457023540714,18190.358423483613,0.00937605036491174,0.9953080661259516,0.002339403992841358,0.004691933874048426,1.4297901326979108,0.7945098336002008,0.172525618275219,0.8332399147908965,232201712.77217034
base,control,control,32,100,3840,77516.25856210756,14105.371163289594,0.18196661481008003,18631.13655846823,0.011799031942778785,0.9940971456762792,0.003457942274306744,0.005902854323720841,1.5578368371170448,0.9207475912510723,0.19993779905302575,0.7964079284868011,236012429.88405228
base,control,control,33,100,3840,78975.09168808754,14890.885256387344,0.18855166784989574,19605.840104105573,0.013953513374712737,0.9930178278983738,0.004397528546404059,0.006982172101626216,1.6454543978435816,0.9912604056864357,0.21524946215939889,0.7733723446710853,256556118.6192212
base,control,control,34,100,3840,82236.32214273802,15730.63660263185,0.19128575053889327,20723.95926156833,0.015657629713775247,0.9921653066570919,0.004791757816527209,0.007834693342908094,1.7578614133474266,1.076503303162813,0.23375972215711655,0.7461518887666622,279432314.3034202
base,control,control,35,100,3840,91569.09699247715,16514.812354825215,0.18035355701041791,21832.290156481853,0.01599589914082859,0.992007569161505,0.0050299277473188,0.00799243083849499,1.9572294171746238,1.1959214974164296,0.2596910535587147,0.702790904598252,302840663.4879325
base,control,control,36,100,3840,92757.58011586237,17877.310265082888,0.19273152924809547,23700.496509505763,0.01824622961437627,0.9908728316778947,0.005914897939810025,0.00912716832210525,1.9708907935925104,1.2004656232596589,0.2606777979481089,0.6995753232153433,357685449.6996946
base,control,control,37,100,3840,101877.73363526352,20813.337590748968,0.20429721832312855,27624.70931654665,0.0182836514297837,0.9908437536871456,0.006180670222725062,0.009156246312854388,1.808142921933245,1.0895854649284742,0.2366004774902127,0.7331692542360031,494785854.52017796
base,control,control,38,100,3840,108445.84487974655,22123.068614022188,0.2040010720424929,29506.729834450267,0.019059414297098422,0.9904533333550454,0.007128800539889563,0.009546666644954627,1.8286914470107736,1.0954161938477327,0.23786660418776656,0.7282470350789342,566379389.0703163
base,control,control,39,100,3840,115416.0131452066,23636.965257821154,0.20479797052150067,31531.34321107944,0.020319890443960167,0.989821182669607,0.007994280645928978,0.010178817330393053,1.8886907949668776,1.1287004928064135,0.24509419787365316,0.7150828256554678,642948780.8002561
base,control,control,40,100,3840,125595.99376646952,25632.776053823138,0.20408912167600002,34127.903528473675,0.021538716013801928,0.9892101147623947,0.008448014021012546,0.010789885237605268,1.9868192568812122,1.173711308395042,0.2548681722917063,0.6936657069772797,746335006.107869
base,control,control,41,100,3840,141176.96112111863,25386.19483379976,0.1798182552748137,34176.43176500951,0.01948903319134195,0.9902688072937111,0.006722537802302668,0.00973119270628886,2.4420996804561814,1.3577565105103648,0.29483308014143295,0.6087613596877985,726813351.1277146
base,control,control,42,100,3840,153656.35612353857,28616.80200503653,0.18623897329719855,38556.85023654999,0.01999941832890718,0.990003196575789,0.007723753080234044,0.009996803424211054,2.2305236770506514,1.2783785528956069,0.27759637565301315,0.6458918097119349,940935994.1951278
base,control,control,43,100,3840,159069.68162564712,29464.263249813393,0.1852286554464494,39884.902104960165,0.021713335345086904,0.9891455443643571,0.008259605209222035,0.010854455635642912,2.42278684744963,1.348349105011965,0.29279028799294227,0.6117672728218594,1002190001.9469867
base,control,control,44,100,3840,170908.01052181778,32643.485741128734,0.19100032609040013,44024.75448451974,0.022413050826102524,0.9887819531396747,0.009390459909096625,0.011218046860325348,2.229145803952222,1.2746115552735195,0.2767783825127056,0.6460540485044741,1242766966.2423036
base,control,control,45,100,3840,182817.0387471154,34182.39880345897,0.18697600091172203,45965.51011438764,0.02312227630787918,0.988427074333499,0.009660044173687692,0.011572925666501033,2.307049644784772,1.325876122121522,0.2879103417623295,0.6347133382166918,1343177463.5753655
base,control,control,46,100,3840,191109.07432214558,33892.47845313603,0.1773462540873633,45237.87123080319,0.022476128401308092,0.9887703245241677,0.008596253475764072,0.011229675475832313,2.5746944075907665,1.4492624232451055,0.31470333662254213,0.5954666509766798,1253053611.325076
base,control,control,47,100,3840,210401.61166043626,34529.70287797385,0.1641133002997181,46010.81955904389,0.019772007075434212,0.9901414334072101,0.006738384266144427,0.009858566592789941,2.932017455022761,1.5710739385249335,0.3411543710816936,0.5490708896397047,1256934587.4146411
base,control,control,48,100,3840,118.80352529316036,86.27694449586542,0.7262153566821115,118.27719729152682,0.3582210078722289,0.802465616434387,0.13770651621737356,0.19753438356561304,4.380340210566341,1.7757958712747437,0.3856091739405992,0.34131906300747883,8535.676656557476
base,question_only,question_only,0,10,3840,33.10863497389326,47.6450022176564,1.4390506360417419,65.50036864607243,0.7707816136393445,0.5534406448713828,0.3511671860666215,0.4465593551286172,3.6665594210805645,1.4604499442481127,0.634265351882867,0.44082950208445315,2758.619491536674
base,question_only,question_only,1,10,3840,786.2840502248341,498.0393939617974,0.6334089999910144,669.154345529506,0.3373306810368822,0.8300636553233856,0.16857714300944426,0.16993634467661445,1.8668498367540431,0.9646297128473229,0.41893336136951065,0.7147042157044438,290470.41543075937
base,question_only,question_only,2,10,3840,765.7563631914829,463.6145160468506,0.6054334489818922,630.6165644672346,0.3242145441930499,0.8389902783288565,0.15055362105951386,0.16100972167114347,2.155345939812999,1.0930565291161267,0.4747084190034549,0.654001278520914,254723.89032646304
base,question_only,question_only,3,10,3840,772.6586006197099,484.59608383272354,0.62718008114328,668.1029278665873,0.3443469057346442,0.8288513971321156,0.14726014529881767,0.17114860286788436,2.274601586788367,1.1624002952367918,0.5048240339840494,0.6346223076809021,278750.5610000296
base,question_only,question_only,4,10,3840,606.8016492035167,496.72824414178956,0.8186006824368234,691.3687782419112,0.47879491792259543,0.7536286005909357,0.1866271638732961,0.24637139940906427,2.474119140298307,1.2377748106885125,0.5375587701208631,0.6016368591830733,294176.96642974607
base,question_only,question_only,5,10,3840,1114.3395339904305,459.20052025324895,0.4120831274906487,657.3577780680837,0.17163196530992467,0.9194897272670415,0.05384586139970783,0.08051027273295852,3.554501233712075,1.4839809110522164,0.6444847209197379,0.449827055333736,255920.2459496013
base,question_only,question_only,6,10,3840,1129.057671445366,511.6399203934692,0.4531565865351162,733.3724411933624,0.1882829155325288,0.9110066819895641,0.05513013292210843,0.08899331801043586,3.7889325657374555,1.4972104480250035,0.6502302358251544,0.39108823091530837,321668.06618102104
base,question_only,question_only,7,10,3840,1265.5596281246014,673.4982285654936,0.5321742362811714,975.2046893607961,0.2207988289790955,0.8937404085771379,0.07328457351736409,0.10625959142286212,3.234564962654942,1.4008500100966077,0.6083814293590712,0.4652587415074196,579952.1032532759
base,question_only,question_only,8,10,3840,2156.1503520908127,855.4006093014711,0.39672586305124374,1198.8950030713763,0.08520973124942564,0.9599186526398732,0.01854945988776978,0.04008134736012681,2.113540790679334,1.1165302954475331,0.48490294619067104,0.6649073473943964,918212.2146389451
base,question_only,question_only,9,10,3840,3508.0072303797533,979.3184916248358,0.2791666115006328,1349.4374834329876,0.034215639122509627,0.9841831067107034,0.004681993686176757,0.015816893289296585,1.862572767711815,1.0214393605311904,0.44360547787748217,0.719548211881494,1133264.5080802676
