condition,condition_family,layer,rel_disp_l2_mean_base,pairwise_cosine_distance_mean_base,angular_disp_to_centroid_base,effective_rank_pr_base,spectral_entropy_norm_base,top1_pc_variance_share_base,centroid_norm_base,rel_disp_l2_mean_instruct,pairwise_cosine_distance_mean_instruct,angular_disp_to_centroid_instruct,effective_rank_pr_instruct,spectral_entropy_norm_instruct,top1_pc_variance_share_instruct,centroid_norm_instruct,rel_disp_l2_mean_instruct_minus_base,rel_disp_l2_mean_instruct_over_base,pairwise_cosine_distance_mean_instruct_minus_base,pairwise_cosine_distance_mean_instruct_over_base,angular_disp_to_centroid_instruct_minus_base,angular_disp_to_centroid_instruct_over_base,effective_rank_pr_instruct_minus_base,effective_rank_pr_instruct_over_base,spectral_entropy_norm_instruct_minus_base,spectral_entropy_norm_instruct_over_base,top1_pc_variance_share_instruct_minus_base,top1_pc_variance_share_instruct_over_base,centroid_norm_instruct_minus_base,centroid_norm_instruct_over_base
target,target,35,0.17475798384448704,0.01728715677741192,0.007846339334647956,2.096078462539704,0.5193675854070678,0.6734060346990692,90762.6661210391,0.17857816111399036,0.023206715775725275,0.010524926969106674,3.062825653900476,0.6568182029347213,0.5284913507955654,80146.2195701202,0.0038201772695033165,1.0218598154112428,0.005919558998313354,1.3424252509068269,0.002678587634458718,1.341380549435225,0.9667471913607719,1.4612170816296426,0.13745061752765342,1.2646499731373462,-0.14491468390350382,0.7848034076958519,-10616.446550918903,0.8830306886670667
target,target,36,0.1875605203787144,0.01979179236834411,0.008991515888108204,2.1160564403006457,0.5226733036592406,0.669104764496166,91965.714181419,0.18771842579832063,0.027070746603603375,0.012288897376370067,3.239606247258662,0.6732935540772609,0.5071540850363875,81058.77751995035,0.00015790541960622462,1.0008418904910614,0.007278954235259264,1.3677764044015426,0.0032973814882618635,1.3667214213852548,1.1235498069580165,1.53096400717783,0.1506202504180203,1.2881728402086703,-0.16195067945977848,0.7579591596803457,-10906.936661468644,0.8814021425424616
target,target,37,0.1990854854560222,0.019617840091581767,0.008922161216595503,1.8927192390905576,0.4694206219936074,0.7127126886765865,101411.66114512585,0.19692896257114184,0.02832303215064811,0.012869565199398303,2.9309941301951477,0.6405426423433114,0.5444128699898734,86575.35059262866,-0.0021565228848803575,0.9891678547990084,0.008705192059066343,1.4437385572001935,0.0039474039828028,1.4424268835243725,1.03827489110459,1.5485625494048063,0.17112202034970397,1.3645387789347478,-0.16829981868671318,0.7638602183441022,-14836.31055249719,0.8537021247362708
target,target,38,0.19846289707605683,0.020248286396028402,0.009211134902641915,1.906349220343009,0.4709469908261131,0.709651572925004,108302.8246738418,0.19901871784972325,0.030299007469680492,0.013772824717021015,3.041250201760451,0.6498341147469998,0.5297623484256048,91204.64541006593,0.0005558207736664211,1.0028006281317692,0.01005072107365209,1.4963739091584123,0.0045616898143791,1.4952364568643426,1.1349009814174418,1.5953269051153407,0.17888712392088674,1.3798455609743074,-0.17988922449939926,0.7465104970335119,-17098.179263775863,0.8421261927815115
target,target,39,0.1969588301349413,0.021321432383790136,0.009700126385153274,1.981398257358044,0.4876269146981587,0.6939883623844094,115659.08588874449,0.20087188189114483,0.03225263485677553,0.014664486746521321,3.22862642347674,0.6661611243728229,0.506670652486767,96319.08782976324,0.003913051756203517,1.0198673588409453,0.010931202472985391,1.5126861213969507,0.004964360361368048,1.511783059595447,1.2472281661186961,1.629468690348045,0.1785342096746642,1.3661287026861733,-0.1873177098976424,0.7300852290162545,-19339.998058981248,0.8327844465450392
target,target,40,0.19492857815315584,0.022630361136629952,0.010294349724113472,2.1222956379945015,0.5129935613284669,0.6649632974955957,126216.56481545503,0.20336539820065044,0.03377425287357903,0.015362923321488253,3.3022474299134656,0.6709411769561883,0.49653867537455965,104807.94465392752,0.008436820047494603,1.0432815964000028,0.011143891736949081,1.4924310163755596,0.005068573597374781,1.4923646205655705,1.1799517919189642,1.5559789931210635,0.15794761562772142,1.307893953322507,-0.16842462212103604,0.7467159123577068,-21408.620161527506,0.8303818504898333
target,target,41,0.1721160485711445,0.020494008181185398,0.009295734802324263,2.5873789376195107,0.5807408936372987,0.5810565585273318,142946.37799147476,0.18387717279939778,0.029863516693214884,0.013554186958862346,3.9683846354206107,0.7171011889752563,0.41598272463421315,120052.93154879585,0.011761124228253289,1.068332525205071,0.009369508512029487,1.4571828227908106,0.004258452156538084,1.4581081803253695,1.3810056978011,1.533746981441437,0.13636029533795757,1.2348040181614737,-0.1650738338931187,0.7159074594868895,-22893.446442678905,0.8398459145005811
target,target,42,0.18195100663061195,0.0213593848257456,0.009699356792172376,2.333086559612199,0.5476877952426841,0.6256919343263637,155835.26425306767,0.19678419952114182,0.03229712363116548,0.014684416376033682,3.364671308740387,0.6720309319623927,0.4867177612031432,127630.14729427737,0.014833192890529867,1.081523005363537,0.010937738805419879,1.5120811714916043,0.0049850595838613065,1.513957748865411,1.031584749128188,1.4421545119604193,0.12434313671970865,1.2270328785825588,-0.13897417312322052,0.7778872229292493,-28205.1169587903,0.819006839729249
target,target,43,0.18048104969037457,0.023006127536865408,0.010448029888613264,2.5208140628917666,0.5727839833989884,0.5926953833534553,161680.54391561588,0.20185372314734065,0.035219712346684647,0.016028799651238268,3.3578857361151435,0.668639703711303,0.4851988202237588,132975.96005967987,0.021372673456966085,1.1184205959158244,0.012213584809819239,1.5308839911765726,0.005580769762625004,1.5341456543087644,0.8370716732233769,1.332064028658184,0.0958557203123146,1.1673505598783065,-0.10749656312969647,0.8186310098750857,-28704.583855936013,0.8224611127550543
target,target,44,0.18738375914464755,0.023870848192947325,0.010853823821139974,2.3164011494695385,0.5437198147968973,0.628583521734485,173798.58609924366,0.21559254044817236,0.037285141653996254,0.017007278943271364,2.7600830466793123,0.6090249585334684,0.5638251721615347,143044.69461634444,0.028208781303524805,1.150540161170526,0.013414293461048929,1.5619529457461947,0.0061534551221313905,1.5669389168248131,0.4436818972097738,1.191539318356057,0.06530514373657104,1.1201080813283313,-0.06475834957295024,0.8969773350164256,-30753.891482899227,0.8230486670050473
