model_tag,late_lo,late_hi,question_only_rel_disp,context_mean_rel_disp,question_minus_context_rel_disp,target_rel_disp,control_rel_disp,control_minus_target_rel_disp,question_only_effective_rank,context_mean_effective_rank,target_effective_rank,control_effective_rank,question_only_logit_entropy,context_mean_logit_entropy,question_minus_context_logit_entropy,question_only_top1_prob,context_mean_top1_prob
base,30,47,0.1971613296320828,0.18003248791235293,0.017128841719729865,0.18030135748795761,0.18226358811581478,0.0019622306278571644,1.791072765474196,2.127218806853449,2.142413475866717,2.1631709860981783,2.9282742381095885,2.7676221499219533,0.1606520881876352,0.4185981303453445,0.43218820933252566
instruct,30,47,0.20185140170712507,0.18978181600204597,0.0120695857050791,0.1907325377850797,0.2017851620585564,0.011052624273476697,3.079962799996072,2.8564322049928683,2.830419608625247,2.5221778464615436,0.911894789730286,1.283252812191404,-0.37135802246111793,0.8163516342639923,0.690031884610653
instruct_minus_base,30,47,0.0046900720750422675,0.009749328089693032,-0.005059256014650765,0.010431180297122089,0.01952157394274162,0.009090393645619532,1.2888900345218761,0.7292133981394193,0.6880061327585301,0.3590068603633654,-2.0163794483793023,-1.4843693377305494,-0.5320101106487531,0.3977535039186478,0.25784367527812735
