model_tag,condition,condition_family,layer,n_points,d_model,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace
base,target_word_shuffle,target_shuffle,23,10,3840,54373.264100863445,7052.196099125698,0.1296997010524095,9702.026945492064,0.0020537038098179254,0.9990716624748657,0.00042503297495667376,0.0009283375251343262,1.1542708906063954,0.3828906353988106,0.16628729012613333,0.9302840361386429,64947206.33675136
base,target_word_shuffle,target_shuffle,24,10,3840,59336.435581218386,9256.876986270538,0.15600662384918507,12458.559504962574,0.0025174922476166694,0.998858473098951,0.0005910228858400229,0.0011415269010489615,1.116314081319308,0.31314250012277767,0.13599605985271068,0.9462176807953353,105151660.29388103
base,target_word_shuffle,target_shuffle,25,10,3840,63190.47660731485,9855.06895641395,0.1559581361865079,13308.063807233322,0.002777183447636052,0.9987391522003811,0.0006480353214426673,0.0012608477996188805,1.1202206791938227,0.32056454676696594,0.1392194137547102,0.9445447375673229,121383017.12455098
base,target_word_shuffle,target_shuffle,26,10,3840,63495.40265244348,9430.360656484894,0.14852036938964097,13021.490482954687,0.0034864538387288633,0.9984178201984024,0.0007855776914488875,0.001582179801597583,1.1712631125513555,0.4142295649938923,0.1798976143180318,0.9234322104702288,117931914.25816312
base,target_word_shuffle,target_shuffle,27,10,3840,65680.45259203581,11340.148848434808,0.1726563749320125,15822.223985325838,0.004934960879441203,0.9977527626278704,0.0011775669557058644,0.002247237372129618,1.1748830529722767,0.4183093371224308,0.18166943684087877,0.9219522928952114,173699740.9807883
base,target_word_shuffle,target_shuffle,28,10,3840,67276.31444853985,9787.881903339254,0.1454877839782094,14013.237935953153,0.006395686163284263,0.9970998765832488,0.0013548897758358077,0.002900123416751166,1.387986842276517,0.7054506338566152,0.30637331753907926,0.8458543961004334,130147826.27601603
base,target_word_shuffle,target_shuffle,29,10,3840,71308.10976891256,10387.74871757694,0.14567415615475446,14959.477431942261,0.007709173112567398,0.9965054308966147,0.0015848651813150751,0.0034945691033853032,1.5109546989642024,0.8328085150265134,0.36168414255805614,0.8089637725921983,142426964.5093225
base,target_word_shuffle,target_shuffle,30,10,3840,70250.17845472206,11095.970360249252,0.15794935478207892,15965.90436587996,0.00960856504289356,0.9956380183721439,0.0022544393951557154,0.00436198162785606,1.52650089667812,0.8480555444966613,0.3683058433223576,0.8047273128619746,162269786.92254162
base,target_word_shuffle,target_shuffle,31,10,3840,72177.48844444953,12312.546914954417,0.17058707888444483,17683.645300943852,0.009802671404862113,0.9955438609136333,0.0023597055889819658,0.004456139086366662,1.4358954774750439,0.76155810690462,0.3307404834773632,0.8312411700972587,198848478.27836496
base,target_word_shuffle,target_shuffle,32,10,3840,73393.29404118693,12902.559615913844,0.17580025238645333,18473.645383060742,0.012387301838991307,0.994368479691629,0.0034240884926685375,0.005631520308370996,1.545120239776917,0.860989143525685,0.37392283401181187,0.79952497695798,212958422.09559742
base,target_word_shuffle,target_shuffle,33,10,3840,74849.56598113573,13692.251006954108,0.18293026589365866,19523.654519145435,0.014542673947565803,0.9933871918762561,0.004200825262212272,0.006612808123743874,1.6277440154258298,0.9237904960304205,0.40119711486067944,0.7773198164317819,234573083.98939627
base,target_word_shuffle,target_shuffle,34,10,3840,77941.99528391758,14373.818154708939,0.18441686156929585,20473.313175026422,0.016232437000239894,0.9926203006844713,0.004548553017028743,0.007379699315528732,1.7490165684313237,1.0077928756077152,0.43767888477784095,0.747236700503087,252652282.3553883
base,target_word_shuffle,target_shuffle,35,10,3840,87316.14762768373,14908.125106069376,0.1707373207718423,21373.174511685203,0.01684306548076335,0.992355459064821,0.0049990637696759104,0.007644540935178967,2.0135600074511437,1.1552375695750994,0.5017133017537896,0.6899503208895226,268657942.6240847
base,target_word_shuffle,target_shuffle,36,10,3840,88820.07579657991,16085.400409416568,0.18110095341796534,23130.668744939267,0.019005092183271753,0.991368072895009,0.005696397791784245,0.008631927104991055,2.0629068706646647,1.1758210496481458,0.5106525935678792,0.6796494134408966,313698116.27133286
base,target_word_shuffle,target_shuffle,37,10,3840,97700.3156134042,18757.082299155758,0.19198589258786736,27123.697491783798,0.018876276973947212,0.9914203104900405,0.005829246709401799,0.008579689509959465,1.8979674187476,1.0781808266856856,0.4682479835234795,0.7114770390273288,439239210.7990655
base,target_word_shuffle,target_shuffle,38,10,3840,103968.84084518382,19941.941048797256,0.19180689990082767,29062.126332426295,0.019601026658866587,0.9910897802082961,0.006656627377894331,0.008910219791703922,1.9213292399272797,1.085358778698097,0.4713653284738361,0.7061800624104008,506226280.40887886
base,target_word_shuffle,target_shuffle,39,10,3840,110761.3261092428,21176.96939484139,0.19119461764077073,30875.180399203502,0.020776528774925206,0.9905555241316211,0.007365945979814108,0.009444475868378932,2.010348967347573,1.1295978975563121,0.49057813367822106,0.6877841047370854,567921882.6487943
base,target_word_shuffle,target_shuffle,40,10,3840,120850.75208127909,22880.92178401568,0.18933205950283988,33340.78513905632,0.022089857022182764,0.9899591899365847,0.007849651271388973,0.010040810063415284,2.1543865561305546,1.1847885335270767,0.5145471223330552,0.6582820158990922,656960307.1533198
base,target_word_shuffle,target_shuffle,41,10,3840,136650.1787331005,22678.65404086763,0.16596139318019218,33522.87604400312,0.019933237133866754,0.9909652496807044,0.006184080178299365,0.00903475031929557,2.710187003338985,1.3601666557874519,0.59071287307729,0.5604633510480478,651687857.0807612
base,target_word_shuffle,target_shuffle,42,10,3840,149223.48822844695,26153.76174133755,0.17526571756115653,38699.83243597733,0.020613225958766267,0.9906469748158733,0.007230728757505644,0.009353025184126729,2.3936836205588516,1.266255488862957,0.5499277714928866,0.613484215743441,880664081.5939573
base,target_word_shuffle,target_shuffle,43,10,3840,154724.47386195487,27138.645241987106,0.17539982243662497,40241.09529157625,0.022558970958129917,0.9897616317550962,0.007865080231027924,0.010238368244903762,2.581365959777777,1.320796308698792,0.5736145485860693,0.5805953736098983,951893267.3083453
base,target_word_shuffle,target_shuffle,44,10,3840,166935.9112284935,30295.76299545257,0.18148140069146207,44647.835795786814,0.02320543004328524,0.9894560743831395,0.009039179242210703,0.010543925616860461,2.3443767816511936,1.2459997362928612,0.5411308099248965,0.6219448125900942,1188390190.6115367
base,target_word_shuffle,target_shuffle,45,10,3840,179876.53630182368,31667.485185701913,0.1760512284524174,46258.315176456126,0.023909697472661712,0.9891363529547773,0.00942381032278328,0.01086364704522269,2.4490414681058708,1.2972173780095286,0.563374349098543,0.6070440372073967,1266836436.61108
base,target_word_shuffle,target_shuffle,46,10,3840,189373.1464666228,31597.440473852832,0.16685280391336746,45614.92814051616,0.02298869706440807,0.989571344307306,0.00824880157389592,0.010428655692694022,2.728649349211503,1.3987398864977907,0.6074650143239713,0.5682184952505477,1190655332.4531343
base,target_word_shuffle,target_shuffle,47,10,3840,211676.46937009593,32953.21044969583,0.15567724909508157,47492.09046737349,0.01990100476924239,0.9909864818690387,0.006584754167162964,0.009013518130961296,3.00322943160581,1.475558196435442,0.6408267824390269,0.5332381676899258,1265727203.6938932
base,target_word_shuffle,target_shuffle,48,10,3840,113.50696087049973,80.3469112201466,0.7078588890404158,119.82692190701184,0.3784381807019091,0.8109556119546777,0.13545829000186696,0.1890443880453223,4.143723068299713,1.6348682949289348,0.7100142791262144,0.355302425294747,8286.685361028649
base,target_sentence_shuffle,target_shuffle,0,10,3840,33.10863497389326,47.6450022176564,1.4390506360417419,65.50036864607243,0.7707816136393445,0.5534406448713828,0.3511671860666215,0.4465593551286172,3.6665594210805645,1.4604499442481127,0.634265351882867,0.44082950208445315,2758.619491536674
