model_tag,condition,condition_family,layer,n_points,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,centroid_to_global_l2,centroid_to_global_cosdist,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace,centroid_to_question_only_l2,centroid_to_question_only_cosdist
instruct,target_sentence_shuffle,target_shuffle,28,10,66352.67793634789,9581.348717798306,0.1444003319201328,14043.995423828832,0.007675098923162481,0.9965263605325871,0.0014671626282906686,0.003473639467412859,1477.10107803225,9.727677528648115e-05,1.5960125708923192,0.8972925258182203,0.38968919261588414,0.7850191567111002,129172543.69705997,4447.76931530173,0.0009245296356383825
instruct,target_sentence_shuffle,target_shuffle,29,10,68511.7662086075,10046.433694104462,0.14663807766266979,14864.181191856325,0.009483652023655613,0.9957095531635568,0.0016960776540511386,0.004290446836443196,1592.335389798745,0.00011174975339856008,1.8476548816415514,1.0675149396534005,0.46361584764075464,0.7235117805104251,136234650.1769394,5140.29644163588,0.0010750094651170716
instruct,target_sentence_shuffle,target_shuffle,30,10,67705.53311078085,10397.571402832864,0.15357048272288465,15330.488610529193,0.011416394708797751,0.9948306442788153,0.0022496861377592275,0.00516935572118471,1737.0395446853515,0.0001385065575053579,1.9521185791046691,1.1284107604695446,0.49006256659217523,0.701427759501222,144067235.8194619,5092.83839528594,0.001254201988274195
instruct,target_sentence_shuffle,target_shuffle,31,10,65803.78105738311,10690.668937623099,0.16246283672210987,15769.79408420962,0.01305316720823164,0.994086321091826,0.002557773970423413,0.005913678908173958,1596.9899243739446,0.00015422130079389973,2.0154479586889846,1.158455469298037,0.5031108178467795,0.6884702713571551,150222932.45878735,4921.574279439896,0.001411630912612205
instruct,target_sentence_shuffle,target_shuffle,32,10,66557.51282636733,11182.380640219719,0.16801079495551288,16558.639726817913,0.01660029562069283,0.9924747016177766,0.003938467013242847,0.007525298382223378,1725.6990745906862,0.00017110312273826978,2.2934271052264252,1.2818262956221305,0.5566900869471776,0.6378500283705514,161150122.01336905,5251.229882131776,0.0015442114815339414
instruct,target_sentence_shuffle,target_shuffle,33,10,68096.84314495805,11961.303871534508,0.17565137118136925,17606.440426055662,0.019387257472824743,0.9912054100685888,0.005029829912261593,0.008794589931411245,1785.3038540714074,0.0001776462795821665,2.4338374266131946,1.3331094081571748,0.5789620597359708,0.6155422693907976,179288977.20199817,6062.754927681603,0.0016454496848063993
instruct,target_sentence_shuffle,target_shuffle,34,10,71483.0976675943,12837.235024184683,0.17958420162315147,18895.905411975225,0.02171749111137298,0.9901477876412621,0.005619908888592938,0.0098522123587379,2055.0784603236334,0.00018976331569398042,2.712644812216661,1.4197570700246935,0.616592661154853,0.5737145023154306,201914400.90642968,6903.661993414557,0.0017932811192018505
instruct,target_sentence_shuffle,target_shuffle,35,10,78993.73749413414,13439.146682987968,0.17012926732307004,19974.520344137265,0.02273731740641932,0.9896930037967314,0.0059239009672174695,0.010306996203268581,2180.0646459525997,0.00017951707563090835,3.3194635387593583,1.5627438193574106,0.6786910173753355,0.4960943369081345,221322412.54493877,6943.045082058111,0.00173071521308521
instruct,target_sentence_shuffle,target_shuffle,36,10,79800.97001462923,14514.484236243583,0.18188355647284446,21539.677298598792,0.026523263752651082,0.9879632711146746,0.007296186478335682,0.012036728885325365,2330.05830070279,0.00020140745938390658,3.3257480569918036,1.5664664072825154,0.6803077167696082,0.49637986867576966,256645421.1720058,7076.421890430312,0.001966964714278041
instruct,target_sentence_shuffle,target_shuffle,37,10,84395.41953956625,16268.549133272027,0.19276578304874717,24139.172738103636,0.02814441507167651,0.9872137507758671,0.008458905971444152,0.01278624922413285,2555.1492922497628,0.00019802973143623337,2.9742329987763894,1.4850826971848998,0.6449632205573999,0.5382514170742736,325610712.50865185,7966.059759031894,0.0019858608673692935
instruct,target_sentence_shuffle,target_shuffle,38,10,88898.90654405496,17316.253161711593,0.19478589596746398,25761.503585712962,0.03019850624435581,0.9862746329647875,0.010018556644274021,0.013725367035212543,2743.66778425051,0.00019444073824981256,3.07777829569874,1.504040840707634,0.6531966376764532,0.5245071656117769,371760006.5423513,7952.555799177479,0.0019487199426669877
instruct,target_sentence_shuffle,target_shuffle,39,10,94313.2775363812,18417.02113953395,0.1952749561951085,27390.967358835933,0.03179059569119682,0.9855499835472697,0.01090358083654983,0.014450016452730252,3174.7012768491163,0.0001937540059490095,3.291003334370363,1.5461568522745652,0.6714873890997449,0.4984620543269804,417972669.6561709,8750.9507997778,0.0019584365990779062
instruct,target_sentence_shuffle,target_shuffle,40,10,102646.29669534598,20460.18473001864,0.19932706184953197,30420.646911755128,0.03354263410431431,0.9847436577466013,0.011642636487042377,0.01525634225339867,3696.329308724433,0.00019467028534836395,3.273880859283881,1.5396953106217355,0.6686811772153329,0.49916977282059016,515904846.99956363,9916.591656470891,0.001977229055448726
instruct,target_sentence_shuffle,target_shuffle,41,10,117885.94313328111,21196.523258817273,0.17980534994619857,31702.690796972118,0.02948975439113327,0.9866185215712464,0.008881951926358924,0.01338147842875359,4084.7726735794504,0.00017141496046124693,3.986242715755818,1.6515396989903737,0.7172545779156767,0.4096157180687836,554735828.3663357,10983.998746162662,0.0017716345247535958
instruct,target_sentence_shuffle,target_shuffle,42,10,125308.3868000433,24160.05193001912,0.19280474792618407,36102.39551799431,0.03171268177410716,0.9855861640482372,0.011035922639614495,0.014413835951762821,5101.884204865298,0.00018301790276364915,3.3802137080357277,1.5468908507031451,0.6718061605670028,0.4823899190084305,731283231.4428477,13303.597674793036,0.0018379540901435343
instruct,target_sentence_shuffle,target_shuffle,43,10,130451.04006651574,25956.6340378774,0.19897606047941327,38805.68384879402,0.034724648150266775,0.9841999908084753,0.012556052762607014,0.01580000919152469,5385.263546413027,0.00019868534746958488,3.318956410529466,1.5274760888567418,0.663374436629644,0.48725329255369304,853312964.6284065,14623.06776888175,0.0019670340866771996
